name,slug,description,price,sale_price,category_id,material,origin,style,stock,image_url,filter_color,filter_material,filter_construction,filter_pattern,filter_weave,dim1_label,dim1_width,dim1_length,dim1_shape,dim1_price,dim1_sale_price,dim1_stock,dim1_default,dim2_label,dim2_width,dim2_length,dim2_shape,dim2_price,dim2_sale_price,dim2_stock,dim2_default,dim3_label,dim3_width,dim3_length,dim3_shape,dim3_price,dim3_sale_price,dim3_stock,dim3_default,colors
"Farmhouse Braided Farmhouse-braided-120",farmhouse-braided-120,"Exquisite Farmhouse Braided featuring intricate patterns woven by skilled artisans in USA. Premium Silk construction ensures lasting beauty.",6516,5539,5,Silk,USA,Rustic,26,,"Cream, Beige, Purple",Silk,Braided,Striped,Modern,"3' x 12'",3,12,runner,6516,5539,14,yes,,,,,,,,,,,,,,,,,"Burgundy: #800020"
"Turkish Kilim Turkish-kilim-121",turkish-kilim-121,"Authentic Turkish Kilim rug made in Turkey from high-quality Natural Wool. Timeless design for Traditional homes.",4536,,7,"Natural Wool",Turkey,Traditional,22,,"Emerald, Mustard","Natural Wool",Hand-Woven,Solid,Turkish,"6' x 9'",6,9,rectangular,4536,,8,yes,"10' x 14'",10,14,rectangular,20300,,9,no,,,,,,,,,"White: #ffffff"
"Chenille Solid Chenille-solid-122",chenille-solid-122,"Stunning Chenille Solid from India, crafted using traditional techniques with Sisal. Adds elegance to any Coastal space.",6912,5875,3,Sisal,India,Coastal,8,,Red,Sisal,Hand-Woven,Botanical,Turkish,"3' x 12'",3,12,runner,6912,,3,yes,"4' x 6'",4,6,rectangular,3120,2652,3,no,,,,,,,,,"Blue: #0000ff, Burgundy: #800020"
"Chinese Art Deco Chinese-art-deco-123",chinese-art-deco-123,"Stunning Chinese Art Deco from Egypt, crafted using traditional techniques with Wool & Silk. Adds elegance to any Rustic space.",3800,3230,7,"Wool & Silk",Egypt,Rustic,11,,Red,"Wool & Silk",Flatweave,Abstract,Modern,"5' Round",5,5,round,3800,,8,yes,,,,,,,,,,,,,,,,,"Green: #008000, Burgundy: #800020, Blue: #0000ff, Mustard: #ffdb58"
"Shaggy Flokati Shaggy-flokati-124",shaggy-flokati-124,"Authentic Shaggy Flokati rug made in Tibet from high-quality Sisal. Timeless design for Coastal homes.",28420,,7,Sisal,Tibet,Coastal,23,,"Orange, Sage",Sisal,Hooked,Solid,Moroccan,"10' x 14'",10,14,rectangular,28420,,4,yes,"5' Round",5,5,round,4850,,17,no,,,,,,,,,"White: #ffffff, Tan: #d2b48c"
"Persian Qom Persian-qom-125",persian-qom-125,"Stunning Persian Qom from Egypt, crafted using traditional techniques with Sisal. Adds elegance to any Transitional space.",8244,,7,Sisal,Egypt,Transitional,27,,Terracotta,Sisal,Hand-Knotted,Striped,Modern,"3' x 12'",3,12,runner,8244,,5,yes,,,,,,,,,,,,,,,,,"Teal: #008080"
"Indian Gabbeh Indian-gabbeh-126",indian-gabbeh-126,"Luxurious Indian Gabbeh handcrafted in Morocco. Rich textures and patterns in Bamboo Silk make this a statement piece for Industrial decor.",12720,,3,"Bamboo Silk",Morocco,Industrial,20,,"Charcoal, Beige, Blush","Bamboo Silk",Hand-Tufted,Border,Tibetan,"8' x 10'",8,10,rectangular,12720,,11,yes,"9' x 12'",9,12,rectangular,14040,,19,no,,,,,,,,,"Navy Blue: #1a2744"
"Ultra Soft Ultra-soft-127",ultra-soft-127,"Beautiful Ultra Soft rug hand-crafted in Turkey. Made from premium Cotton with exceptional detail and durability. Perfect for Traditional interiors.",15520,,5,Cotton,Turkey,Traditional,27,,Terracotta,Cotton,Flatweave,Botanical,Tibetan,"8' x 10'",8,10,rectangular,15520,,8,yes,"7' Round",7,7,round,8232,6997,6,no,,,,,,,,,"Teal: #008080, Red: #ff0000"
"Persian Heriz Persian-heriz-128",persian-heriz-128,"Exquisite Persian Heriz featuring intricate patterns woven by skilled artisans in Morocco. Premium Polyester construction ensures lasting beauty.",6444,,6,Polyester,Morocco,Tribal,5,,"Teal, Orange",Polyester,Machine-Made,Medallion,Turkish,"3' x 12'",3,12,runner,6444,,17,yes,,,,,,,,,,,,,,,,,"Charcoal: #36454f, Cream: #f5f0e8, Tan: #d2b48c, Emerald: #50c878"
"Coastal Pattern Coastal-pattern-129",coastal-pattern-129,"Stunning Coastal Pattern from Morocco, crafted using traditional techniques with Sisal. Adds elegance to any Bohemian space.",1740,,6,Sisal,Morocco,Bohemian,26,,"Burgundy, Ivory",Sisal,Machine-Made,Geometric,Casual,"3' x 5'",3,5,rectangular,1740,,14,yes,"8' Round",8,8,round,10304,,20,no,,,,,,,,,"Tan: #d2b48c"
"Coastal Solid Coastal-solid-130",coastal-solid-130,"Luxurious Coastal Solid handcrafted in China. Rich textures and patterns in 100% Wool make this a statement piece for Rustic decor.",4992,,6,"100% Wool",China,Rustic,24,,"Orange, Blush, Sage","100% Wool",Hooked,Solid,Tibetan,"4' x 6'",4,6,rectangular,4992,,16,yes,"3' x 5'",3,5,rectangular,1410,1199,19,no,,,,,,,,,"Navy Blue: #1a2744"
"Distressed Modern Distressed-modern-131",distressed-modern-131,"Exquisite Distressed Modern featuring intricate patterns woven by skilled artisans in Bangladesh. Premium Wool & Silk construction ensures lasting beauty.",18720,,6,"Wool & Silk",Bangladesh,Contemporary,23,,"Cream, Ivory, Teal","Wool & Silk",Hooked,Paisley,Turkish,"8' x 10'",8,10,rectangular,18720,,14,yes,,,,,,,,,,,,,,,,,"Gray: #808080, Blue: #0000ff, Purple: #800080"
"Afghan Mauri Afghan-mauri-132",afghan-mauri-132,"Stunning Afghan Mauri from Afghanistan, crafted using traditional techniques with Jute. Adds elegance to any Contemporary space.",9920,,3,Jute,Afghanistan,Contemporary,20,,Black,Jute,Hand-Tufted,Solid,Modern,"8' Round",8,8,round,9920,,7,yes,,,,,,,,,,,,,,,,,"Green: #008000, Beige: #d4c4b0"
"Modern Trellis Modern-trellis-133",modern-trellis-133,"Luxurious Modern Trellis handcrafted in China. Rich textures and patterns in Chenille make this a statement piece for Transitional decor.",12096,,4,Chenille,China,Transitional,7,,"Brown, Blue",Chenille,Braided,Paisley,Moroccan,"9' x 12'",9,12,rectangular,12096,,13,yes,"10' x 14'",10,14,rectangular,27160,,18,no,,,,,,,,,"Rust: #b7410e"
"Moroccan Beni Ourain Moroccan-beni-ourain-134",moroccan-beni-ourain-134,"Exquisite Moroccan Beni Ourain featuring intricate patterns woven by skilled artisans in Tibet. Premium Bamboo Silk construction ensures lasting beauty.",3625,3081,5,"Bamboo Silk",Tibet,Bohemian,13,,"Rust, Black","Bamboo Silk",Hooked,Border,Persian,"5' Round",5,5,round,3625,3081,20,yes,,,,,,,,,,,,,,,,,"Gold: #c9a227, Purple: #800080"
"Indian Jaipur Indian-jaipur-135",indian-jaipur-135,"Exquisite Indian Jaipur featuring intricate patterns woven by skilled artisans in Iran. Premium Bamboo Silk construction ensures lasting beauty.",8240,,6,"Bamboo Silk",Iran,Vintage,24,,Black,"Bamboo Silk",Flatweave,Paisley,Persian,"8' x 10'",8,10,rectangular,8240,,6,yes,"6' x 9'",6,9,rectangular,7668,,6,no,"7' Round",7,7,round,10045,,12,no,"Charcoal: #36454f, Purple: #800080, Tan: #d2b48c"
"Persian Kerman Persian-kerman-136",persian-kerman-136,"Exquisite Persian Kerman featuring intricate patterns woven by skilled artisans in India. Premium Microfiber construction ensures lasting beauty.",8892,,4,Microfiber,India,Transitional,23,,"Charcoal, Mustard",Microfiber,Hooked,Floral,Persian,"3' x 12'",3,12,runner,8892,,10,yes,"5' x 7'",5,7,rectangular,7980,,11,no,"10' x 14'",10,14,rectangular,21000,,17,no,"Orange: #ffa500, Charcoal: #36454f"
"Persian Baluchi Persian-baluchi-137",persian-baluchi-137,"Authentic Persian Baluchi rug made in Egypt from high-quality Silk. Timeless design for Glam homes.",5886,5003,6,Silk,Egypt,Glam,10,,Sage,Silk,Hand-Woven,Abstract,Casual,"6' x 9'",6,9,rectangular,5886,5003,16,yes,"4' x 6'",4,6,rectangular,5592,,13,no,,,,,,,,,"Navy Blue: #1a2744"
"Silk Qum Silk-qum-138",silk-qum-138,"Authentic Silk Qum rug made in Iran from high-quality Microfiber. Timeless design for Coastal homes.",7182,,8,Microfiber,Iran,Coastal,8,,"Brown, Sage",Microfiber,Flatweave,Paisley,Moroccan,"6' x 9'",6,9,rectangular,7182,,14,yes,,,,,,,,,,,,,,,,,"Teal: #008080, Blue: #0000ff"
"Turkish Oushak Turkish-oushak-139",turkish-oushak-139,"Stunning Turkish Oushak from Tibet, crafted using traditional techniques with Viscose. Adds elegance to any Contemporary space.",4860,,8,Viscose,Tibet,Contemporary,13,,Red,Viscose,Hand-Knotted,Floral,Casual,"3' x 12'",3,12,runner,4860,,13,yes,,,,,,,,,,,,,,,,,"Navy Blue: #1a2744"
"Afghan Mauri Afghan-mauri-140",afghan-mauri-140,"Luxurious Afghan Mauri handcrafted in Nepal. Rich textures and patterns in Sisal make this a statement piece for Rustic decor.",1720,,4,Sisal,Nepal,Rustic,20,,"Blue, Black, Tan",Sisal,Hand-Woven,Botanical,Turkish,"2' x 10'",2,10,runner,1720,,10,yes,,,,,,,,,,,,,,,,,"Ivory: #fffff0, Cream: #f5f0e8, Charcoal: #36454f, White: #ffffff"
"Silk Qum Silk-qum-141",silk-qum-141,"Luxurious Silk Qum handcrafted in India. Rich textures and patterns in Wool make this a statement piece for Contemporary decor.",9600,,7,Wool,India,Contemporary,24,,"Red, Black",Wool,Hand-Woven,Medallion,Turkish,"8' x 10'",8,10,rectangular,9600,,6,yes,"4' x 6'",4,6,rectangular,5064,,3,no,"3' x 5'",3,5,rectangular,1965,1670,18,no,"Emerald: #50c878, Beige: #d4c4b0"
"Persian Shiraz Persian-shiraz-142",persian-shiraz-142,"Exquisite Persian Shiraz featuring intricate patterns woven by skilled artisans in Iran. Premium Chenille construction ensures lasting beauty.",5640,4794,4,Chenille,Iran,Contemporary,27,,White,Chenille,Flatweave,Paisley,Indian,"4' x 6'",4,6,rectangular,5640,4794,4,yes,"7' Round",7,7,round,11711,9954,16,no,,,,,,,,,"Teal: #008080, Emerald: #50c878, Beige: #d4c4b0"
"Persian Tabriz Persian-tabriz-143",persian-tabriz-143,"Exquisite Persian Tabriz featuring intricate patterns woven by skilled artisans in Morocco. Premium Wool & Silk construction ensures lasting beauty.",7020,5967,5,"Wool & Silk",Morocco,Coastal,5,,"Gold, Ivory, Blush","Wool & Silk",Hand-Woven,Distressed,Traditional,"6' x 9'",6,9,rectangular,7020,,14,yes,"8' x 10'",8,10,rectangular,9200,,20,no,"9' x 12'",9,12,rectangular,26028,22124,12,no,"Red: #ff0000, Teal: #008080"
"Seagrass Natural Seagrass-natural-144",seagrass-natural-144,"Stunning Seagrass Natural from Tibet, crafted using traditional techniques with Wool & Silk. Adds elegance to any Transitional space.",1410,,5,"Wool & Silk",Tibet,Transitional,18,,Green,"Wool & Silk",Flatweave,Paisley,Casual,"3' x 5'",3,5,rectangular,1410,,8,yes,"5' Round",5,5,round,4850,,19,no,"6' x 9'",6,9,rectangular,10908,9272,15,no,"Brown: #8b4513"
"Silk Tabriz Silk-tabriz-145",silk-tabriz-145,"Luxurious Silk Tabriz handcrafted in Turkey. Rich textures and patterns in Faux Fur make this a statement piece for Coastal decor.",9555,,3,"Faux Fur",Turkey,Coastal,15,,"Gold, Burgundy, Terracotta","Faux Fur",Hand-Tufted,Medallion,Moroccan,"7' Round",7,7,round,9555,,20,yes,"2' x 10'",2,10,runner,4480,,5,no,,,,,,,,,"Emerald: #50c878, Beige: #d4c4b0, Brown: #8b4513"
"Modern Striped Modern-striped-146",modern-striped-146,"Stunning Modern Striped from China, crafted using traditional techniques with Silk. Adds elegance to any Bohemian space.",16308,13862,7,Silk,China,Bohemian,12,,"Blue, Blush",Silk,Hand-Tufted,Geometric,Indian,"9' x 12'",9,12,rectangular,16308,13862,2,yes,"2' x 8'",2,8,runner,1632,1387,7,no,"4' x 6'",4,6,rectangular,4560,,7,no,"Rust: #b7410e"
"Indian Jaipur Indian-jaipur-147",indian-jaipur-147,"Exquisite Indian Jaipur featuring intricate patterns woven by skilled artisans in USA. Premium Viscose construction ensures lasting beauty.",5760,,6,Viscose,USA,Contemporary,11,,"Green, Purple, White",Viscose,Machine-Made,Abstract,Tibetan,"8' Round",8,8,round,5760,,15,yes,"5' Round",5,5,round,5825,,15,no,,,,,,,,,"White: #ffffff, Emerald: #50c878"
"Wool Tufted Wool-tufted-148",wool-tufted-148,"Stunning Wool Tufted from USA, crafted using traditional techniques with Wool. Adds elegance to any Bohemian space.",7488,6365,4,Wool,USA,Bohemian,16,,"Gold, Red",Wool,Hand-Woven,Paisley,Turkish,"8' Round",8,8,round,7488,6365,3,yes,,,,,,,,,,,,,,,,,"Black: #000000"
"Abstract Expression Abstract-expression-149",abstract-expression-149,"Stunning Abstract Expression from Turkey, crafted using traditional techniques with Sisal. Adds elegance to any Industrial space.",3664,,3,Sisal,Turkey,Industrial,17,,"Ivory, Blue",Sisal,Machine-Made,Botanical,Traditional,"2' x 8'",2,8,runner,3664,,5,yes,"2' x 10'",2,10,runner,1620,,19,no,,,,,,,,,"Green: #008000, Brown: #8b4513, Black: #000000"
"Chenille Soft Chenille-soft-150",chenille-soft-150,"Beautiful Chenille Soft rug hand-crafted in Iran. Made from premium 100% Wool with exceptional detail and durability. Perfect for Glam interiors.",2025,,4,"100% Wool",Iran,Glam,15,,"Charcoal, Red, Mustard","100% Wool",Hand-Woven,Border,Turkish,"5' Round",5,5,round,2025,1721,19,yes,,,,,,,,,,,,,,,,,"Beige: #d4c4b0, Gold: #c9a227, Orange: #ffa500, Emerald: #50c878"
"Jute Braided Jute-braided-151",jute-braided-151,"Authentic Jute Braided rug made in Afghanistan from high-quality Polyester. Timeless design for Glam homes.",5616,,6,Polyester,Afghanistan,Glam,12,,"Gold, Blush",Polyester,Knotted,Floral,Indian,"3' x 12'",3,12,runner,5616,4774,16,yes,,,,,,,,,,,,,,,,,"Navy Blue: #1a2744"
"Pakistani Bokhara Pakistani-bokhara-152",pakistani-bokhara-152,"Authentic Pakistani Bokhara rug made in Pakistan from high-quality Silk. Timeless design for Tribal homes.",2576,2190,3,Silk,Pakistan,Tribal,5,,"Blue, Orange",Silk,Hand-Knotted,Botanical,Casual,"2' x 8'",2,8,runner,2576,2190,14,yes,"5' x 7'",5,7,rectangular,8365,,16,no,,,,,,,,,"Gray: #808080, Mustard: #ffdb58, Terracotta: #e2725b"
"Wool Braided Wool-braided-153",wool-braided-153,"Exquisite Wool Braided featuring intricate patterns woven by skilled artisans in Nepal. Premium Faux Fur construction ensures lasting beauty.",1275,,6,"Faux Fur",Nepal,Tribal,10,,Sage,"Faux Fur",Flatweave,Geometric,Turkish,"3' x 5'",3,5,rectangular,1275,1084,17,yes,"6' x 9'",6,9,rectangular,11502,9777,15,no,"3' x 12'",3,12,runner,4572,3886,12,no,"Gold: #c9a227, Navy Blue: #1a2744, Green: #008000, Rust: #b7410e"
"Bohemian Pattern Bohemian-pattern-154",bohemian-pattern-154,"Beautiful Bohemian Pattern rug hand-crafted in Afghanistan. Made from premium Wool & Silk with exceptional detail and durability. Perfect for Tribal interiors.",14000,,3,"Wool & Silk",Afghanistan,Tribal,4,,"Teal, Orange","Wool & Silk",Flatweave,Striped,Tibetan,"10' x 14'",10,14,rectangular,14000,,3,yes,"8' Round",8,8,round,8960,7616,3,no,,,,,,,,,"Mustard: #ffdb58"
"Art Deco Geometric Art-deco-geometric-155",art-deco-geometric-155,"Authentic Art Deco Geometric rug made in India from high-quality Wool & Silk. Timeless design for Contemporary homes.",8320,7072,6,"Wool & Silk",India,Contemporary,14,,Ivory,"Wool & Silk",Knotted,Distressed,Persian,"8' Round",8,8,round,8320,7072,3,yes,,,,,,,,,,,,,,,,,"Navy Blue: #1a2744"
"Indian Gabbeh Indian-gabbeh-156",indian-gabbeh-156,"Beautiful Indian Gabbeh rug hand-crafted in Morocco. Made from premium Sisal with exceptional detail and durability. Perfect for Rustic interiors.",2780,2363,7,Sisal,Morocco,Rustic,25,,"Rust, Blush",Sisal,Knotted,Medallion,Persian,"2' x 10'",2,10,runner,2780,,13,yes,"10' x 14'",10,14,rectangular,19880,16898,19,no,,,,,,,,,"Blue: #0000ff, Teal: #008080, Blush: #de5d83, Green: #008000"
"Solid Shag Solid-shag-157",solid-shag-157,"Authentic Solid Shag rug made in India from high-quality Sisal. Timeless design for Bohemian homes.",3024,2570,6,Sisal,India,Bohemian,10,,"Burgundy, White",Sisal,Knotted,Paisley,Casual,"2' x 8'",2,8,runner,3024,,12,yes,"10' x 14'",10,14,rectangular,33320,,16,no,"7' Round",7,7,round,11368,9663,13,no,"Orange: #ffa500, Rust: #b7410e, Navy Blue: #1a2744"
"Transitional Floral Transitional-floral-158",transitional-floral-158,"Beautiful Transitional Floral rug hand-crafted in Egypt. Made from premium Polyester with exceptional detail and durability. Perfect for Minimalist interiors.",5400,,8,Polyester,Egypt,Minimalist,29,,Blue,Polyester,Hand-Knotted,Botanical,Turkish,"5' Round",5,5,round,5400,4590,5,yes,,,,,,,,,,,,,,,,,"Ivory: #fffff0"
"Persian Sarouk Persian-sarouk-159",persian-sarouk-159,"Beautiful Persian Sarouk rug hand-crafted in China. Made from premium Jute with exceptional detail and durability. Perfect for Glam interiors.",3864,,4,Jute,China,Glam,19,,"Charcoal, Burgundy, Blue",Jute,Hand-Tufted,Floral,Turkish,"4' x 6'",4,6,rectangular,3864,,14,yes,"5' Round",5,5,round,2150,,9,no,,,,,,,,,"Purple: #800080, Orange: #ffa500, Black: #000000"
"Bohemian Pattern Bohemian-pattern-160",bohemian-pattern-160,"Authentic Bohemian Pattern rug made in Afghanistan from high-quality Cotton. Timeless design for Transitional homes.",7992,,5,Cotton,Afghanistan,Transitional,3,,"Beige, Green",Cotton,Flatweave,Border,Casual,"3' x 12'",3,12,runner,7992,6793,6,yes,,,,,,,,,,,,,,,,,"Beige: #d4c4b0, Blush: #de5d83"
"Pakistani Peshawar Pakistani-peshawar-161",pakistani-peshawar-161,"Stunning Pakistani Peshawar from Turkey, crafted using traditional techniques with Viscose. Adds elegance to any Vintage space.",3675,,7,Viscose,Turkey,Vintage,18,,White,Viscose,Flatweave,Striped,Modern,"5' x 7'",5,7,rectangular,3675,3124,4,yes,,,,,,,,,,,,,,,,,"Gold: #c9a227, Red: #ff0000, Ivory: #fffff0, Teal: #008080"
"Persian Kashan Persian-kashan-162",persian-kashan-162,"Luxurious Persian Kashan handcrafted in Tibet. Rich textures and patterns in Natural Wool make this a statement piece for Modern decor.",5350,,7,"Natural Wool",Tibet,Modern,4,,Beige,"Natural Wool",Flatweave,Botanical,Moroccan,"5' Round",5,5,round,5350,,2,yes,"2' x 10'",2,10,runner,3960,,8,no,"6' x 9'",6,9,rectangular,13014,,17,no,"Gray: #808080"
"Distressed Modern Distressed-modern-163",distressed-modern-163,"Exquisite Distressed Modern featuring intricate patterns woven by skilled artisans in Afghanistan. Premium Wool & Silk construction ensures lasting beauty.",4475,,8,"Wool & Silk",Afghanistan,Bohemian,15,,Red,"Wool & Silk",Machine-Made,Abstract,Tibetan,"5' Round",5,5,round,4475,3804,4,yes,,,,,,,,,,,,,,,,,"Purple: #800080"
"Southwestern Chimayo Southwestern-chimayo-164",southwestern-chimayo-164,"Stunning Southwestern Chimayo from Morocco, crafted using traditional techniques with Microfiber. Adds elegance to any Minimalist space.",3430,,7,Microfiber,Morocco,Minimalist,5,,Terracotta,Microfiber,Hooked,Striped,Tibetan,"5' x 7'",5,7,rectangular,3430,,14,yes,"8' Round",8,8,round,8064,,12,no,,,,,,,,,"Mustard: #ffdb58, Navy Blue: #1a2744, Blush: #de5d83"
"Overdyed Patchwork Overdyed-patchwork-165",overdyed-patchwork-165,"Exquisite Overdyed Patchwork featuring intricate patterns woven by skilled artisans in Bangladesh. Premium Chenille construction ensures lasting beauty.",11286,9593,8,Chenille,Bangladesh,Bohemian,28,,"Navy Blue, Tan, Sage",Chenille,Hand-Tufted,Distressed,Tibetan,"6' x 9'",6,9,rectangular,11286,,11,yes,"7' Round",7,7,round,6958,,9,no,,,,,,,,,"Burgundy: #800020, Beige: #d4c4b0"
"Silk Kashan Silk-kashan-166",silk-kashan-166,"Beautiful Silk Kashan rug hand-crafted in Iran. Made from premium Viscose with exceptional detail and durability. Perfect for Tribal interiors.",7488,6365,8,Viscose,Iran,Tribal,21,,Black,Viscose,Hand-Knotted,Geometric,Persian,"8' Round",8,8,round,7488,,2,yes,"5' Round",5,5,round,4100,,9,no,"6' x 9'",6,9,rectangular,4320,,20,no,"Mustard: #ffdb58, Cream: #f5f0e8"
"Distressed Modern Distressed-modern-167",distressed-modern-167,"Luxurious Distressed Modern handcrafted in Egypt. Rich textures and patterns in Silk make this a statement piece for Traditional decor.",4340,,4,Silk,Egypt,Traditional,3,,Burgundy,Silk,Hand-Woven,Distressed,Turkish,"5' x 7'",5,7,rectangular,4340,,11,yes,"6' x 9'",6,9,rectangular,9288,,5,no,,,,,,,,,"Orange: #ffa500, Rust: #b7410e, Green: #008000, Blue: #0000ff"
"Ultra Soft Ultra-soft-168",ultra-soft-168,"Authentic Ultra Soft rug made in Morocco from high-quality Jute. Timeless design for Traditional homes.",9504,8078,3,Jute,Morocco,Traditional,6,,"Navy Blue, Gray, Sage",Jute,Braided,Solid,Moroccan,"6' x 9'",6,9,rectangular,9504,,15,yes,,,,,,,,,,,,,,,,,"Black: #000000"
"Soft Solid Soft-solid-169",soft-solid-169,"Luxurious Soft Solid handcrafted in Afghanistan. Rich textures and patterns in Wool & Silk make this a statement piece for Vintage decor.",25488,,3,"Wool & Silk",Afghanistan,Vintage,12,,"Brown, Orange, Purple","Wool & Silk",Hand-Woven,Distressed,Modern,"9' x 12'",9,12,rectangular,25488,21665,13,yes,"4' x 6'",4,6,rectangular,3312,,6,no,"10' x 14'",10,14,rectangular,28420,,18,no,"Red: #ff0000, Purple: #800080, Cream: #f5f0e8, Gray: #808080"
"Silk Hereke Silk-hereke-170",silk-hereke-170,"Luxurious Silk Hereke handcrafted in Iran. Rich textures and patterns in Wool & Silk make this a statement piece for Rustic decor.",4865,4135,5,"Wool & Silk",Iran,Rustic,20,,"Blue, Sage","Wool & Silk",Hooked,Abstract,Indian,"5' x 7'",5,7,rectangular,4865,,19,yes,"2' x 8'",2,8,runner,3104,,13,no,,,,,,,,,"Black: #000000, Terracotta: #e2725b"
"Pakistani Peshawar Pakistani-peshawar-171",pakistani-peshawar-171,"Stunning Pakistani Peshawar from China, crafted using traditional techniques with Seagrass. Adds elegance to any Coastal space.",1880,1598,7,Seagrass,China,Coastal,7,,Blush,Seagrass,Hand-Tufted,Geometric,Indian,"2' x 10'",2,10,runner,1880,1598,2,yes,"6' x 9'",6,9,rectangular,5508,4682,5,no,"8' x 10'",8,10,rectangular,17680,15028,6,no,"Black: #000000, Gold: #c9a227, Cream: #f5f0e8"
"Abstract Expression Abstract-expression-172",abstract-expression-172,"Stunning Abstract Expression from Bangladesh, crafted using traditional techniques with Viscose. Adds elegance to any Contemporary space.",1830,1556,8,Viscose,Bangladesh,Contemporary,6,,"Emerald, Green",Viscose,Machine-Made,Geometric,Turkish,"3' x 5'",3,5,rectangular,1830,1556,10,yes,"8' x 10'",8,10,rectangular,11200,,8,no,"3' x 12'",3,12,runner,7236,,13,no,"Red: #ff0000, Emerald: #50c878, Tan: #d2b48c"
"Distressed Modern Distressed-modern-173",distressed-modern-173,"Exquisite Distressed Modern featuring intricate patterns woven by skilled artisans in China. Premium Cotton construction ensures lasting beauty.",4740,,3,Cotton,China,Rustic,20,,"Gold, Green",Cotton,Hooked,Paisley,Casual,"2' x 10'",2,10,runner,4740,,3,yes,"8' Round",8,8,round,10816,9194,9,no,"7' Round",7,7,round,12103,,15,no,"Mustard: #ffdb58, Brown: #8b4513, White: #ffffff"
"Southwestern Zapotec Southwestern-zapotec-174",southwestern-zapotec-174,"Luxurious Southwestern Zapotec handcrafted in Turkey. Rich textures and patterns in Polyester make this a statement piece for Contemporary decor.",5976,,3,Polyester,Turkey,Contemporary,12,,"Beige, Purple, White",Polyester,Braided,Abstract,Indian,"4' x 6'",4,6,rectangular,5976,5080,20,yes,"10' x 14'",10,14,rectangular,17920,,8,no,,,,,,,,,"Red: #ff0000, Blue: #0000ff"
"Turkish Kilim Turkish-kilim-175",turkish-kilim-175,"Exquisite Turkish Kilim featuring intricate patterns woven by skilled artisans in Turkey. Premium Wool construction ensures lasting beauty.",24516,20839,7,Wool,Turkey,Industrial,8,,"Navy Blue, Red, Orange",Wool,Hooked,Distressed,Modern,"9' x 12'",9,12,rectangular,24516,20839,18,yes,,,,,,,,,,,,,,,,,"Terracotta: #e2725b, Red: #ff0000"
"Indo-Kashan Indo-kashan-176",indo-kashan-176,"Stunning Indo-Kashan from Tibet, crafted using traditional techniques with Microfiber. Adds elegance to any Industrial space.",4980,4233,3,Microfiber,Tibet,Industrial,29,,"Beige, White, Tan",Microfiber,Hooked,Medallion,Traditional,"2' x 10'",2,10,runner,4980,,9,yes,"3' x 5'",3,5,rectangular,1845,,20,no,,,,,,,,,"Rust: #b7410e, Navy Blue: #1a2744"
"Silk Qum Silk-qum-177",silk-qum-177,"Authentic Silk Qum rug made in India from high-quality Silk. Timeless design for Minimalist homes.",12928,,4,Silk,India,Minimalist,22,,Mustard,Silk,Flatweave,Medallion,Moroccan,"8' Round",8,8,round,12928,,9,yes,"2' x 10'",2,10,runner,3580,,9,no,,,,,,,,,"Blue: #0000ff, Purple: #800080, White: #ffffff, Brown: #8b4513"
"Scandinavian Geometric Scandinavian-geometric-178",scandinavian-geometric-178,"Stunning Scandinavian Geometric from India, crafted using traditional techniques with Polyester. Adds elegance to any Transitional space.",6534,,7,Polyester,India,Transitional,23,,"White, Blush, Mustard",Polyester,Hand-Tufted,Abstract,Traditional,"6' x 9'",6,9,rectangular,6534,5554,18,yes,,,,,,,,,,,,,,,,,"Gold: #c9a227"
"Farmhouse Solid Farmhouse-solid-179",farmhouse-solid-179,"Beautiful Farmhouse Solid rug hand-crafted in Tibet. Made from premium Silk with exceptional detail and durability. Perfect for Coastal interiors.",8470,7200,3,Silk,Tibet,Coastal,21,,Tan,Silk,Hand-Woven,Striped,Moroccan,"5' x 7'",5,7,rectangular,8470,,18,yes,,,,,,,,,,,,,,,,,"Red: #ff0000, Mustard: #ffdb58, Tan: #d2b48c, Sage: #9dc183"
"Vintage Mahal Vintage-mahal-180",vintage-mahal-180,"Authentic Vintage Mahal rug made in China from high-quality Natural Wool. Timeless design for Tribal homes.",7350,6248,4,"Natural Wool",China,Tribal,15,,"Gray, Red, Purple","Natural Wool",Hand-Woven,Abstract,Casual,"7' Round",7,7,round,7350,,6,yes,"3' x 5'",3,5,rectangular,1875,,7,no,"2' x 10'",2,10,runner,3820,,17,no,"Green: #008000, Blue: #0000ff"
"Jute Braided Jute-braided-181",jute-braided-181,"Exquisite Jute Braided featuring intricate patterns woven by skilled artisans in Iran. Premium Seagrass construction ensures lasting beauty.",4992,,7,Seagrass,Iran,Minimalist,19,,"Charcoal, Purple",Seagrass,Machine-Made,Paisley,Casual,"4' x 6'",4,6,rectangular,4992,,10,yes,"5' Round",5,5,round,4225,,5,no,"5' x 7'",5,7,rectangular,6335,,3,no,"Beige: #d4c4b0, Purple: #800080, Tan: #d2b48c"
